Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%
125,David Bote\boteda01,28,CHC,327,0.274,62,0.235,0.131,2.50%,22.30%,8.30%,89.7,43.90%,19.40%,48.20%,25.20%,0.94,28.40%,55.40%,16.20%,-2.5,-0.50%,-15.7,29%,0%,35%
126,Matthew Boyd\boydma01,30,DET,5,0.396,172,0.5,0,0.00%,20.00%,20.00%,77.7,0.00%,66.70%,0.00%,0.00%,0,33.30%,33.30%,33.30%,0,0.00%,-0.2,0%,,
127,Archie Bradley\bradlar01,28,PHI,1,0,-132,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
128,Bobby Bradley\bradlbo01,25,CLE,279,0.316,96,0.263,0.237,5.70%,35.50%,9.00%,89,40.90%,22.80%,40.90%,30.20%,0.69,31.50%,54.40%,14.10%,-0.9,-0.10%,0.8,30%,,29%
129,Jackie Bradley Jr.\bradlja02,31,MIL,428,0.236,31,0.226,0.098,1.40%,30.80%,6.50%,89.7,40.50%,22.90%,49.20%,20.90%,0.98,32.60%,53.10%,14.30%,-3,-1.50%,-37.4,35%,88%,56%
130,Michael Brantley\brantmi02,34,HOU,508,0.353,122,0.337,0.126,1.60%,10.40%,6.50%,89.4,42.90%,28.80%,46.50%,20.60%,0.87,28.10%,54.40%,17.50%,-0.7,-0.60%,8.8,34%,100%,29%
131,Rob Brantly\brantro01,31,NYY,21,0.178,0,0.188,0.05,0.00%,19.10%,0.00%,82.6,12.50%,6.30%,43.80%,31.30%,0.78,43.80%,43.80%,12.50%,-0.3,-0.20%,-4.4,0%,,0%
132,Steven Brault\braulst01,29,PIT,8,0.207,-12,0.25,0.167,0.00%,25.00%,0.00%,75.4,50.00%,0.00%,66.70%,0.00%,,0.00%,66.70%,33.30%,-0.1,0.00%,-1.2,0%,,
133,John Brebbia\brebbjo01,31,SFG,1,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
134,Alex Bregman\bregmal01,27,HOU,400,0.34,113,0.286,0.152,3.00%,13.30%,11.00%,89,38.30%,23.10%,41.50%,27.10%,0.71,37.10%,52.80%,10.00%,-0.7,-0.20%,5.2,32%,100%,29%
135,Jake Brentz\brentja01,26,KCR,1,0.693,358,,,0.00%,0.00%,100.00%,,,,,,,,,,0,0.00%,0.3,0%,,
136,Lewis Brinson\brinsle01,27,MIA,290,0.283,70,0.273,0.15,3.10%,24.80%,4.50%,88.1,37.70%,23.00%,42.60%,20.10%,0.75,25.00%,57.40%,17.60%,-1.5,-0.20%,-10.5,22%,50%,44%
137,Mike Brosseau\brossmi01,27,TBR,169,0.289,85,0.245,0.16,3.00%,31.40%,8.90%,90.1,40.40%,22.20%,37.40%,28.30%,0.6,28.30%,54.50%,17.20%,0,0.00%,-3.4,40%,100%,44%
138,Rex Brothers\brothre01,33,CHC,2,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.7,,,
139,Seth Brown\brownse01,28,OAK,307,0.317,102,0.23,0.267,6.50%,29.00%,7.50%,88.9,40.20%,22.70%,31.40%,32.50%,0.46,32.50%,54.60%,12.90%,0,-0.20%,-0.7,36%,80%,25%
140,JT Brubaker\brubajt01,27,PIT,43,0.13,-42,0.13,0,0.00%,34.90%,9.30%,75.5,13.00%,4.20%,75.00%,4.20%,6,4.20%,70.80%,25.00%,-1,-0.10%,-9.2,0%,,0%
141,Jay Bruce\bruceja01,34,NYY,39,0.217,27,0.15,0.118,2.60%,33.30%,12.80%,82.2,19.00%,19.00%,47.60%,23.80%,1,28.60%,71.40%,0.00%,-0.7,-0.40%,-4.7,25%,,0%
142,Justin Bruihl\bruihju01,24,LAD,1,0.696,360,,,0.00%,0.00%,100.00%,,,,,,,,,,0,0.00%,0.3,0%,,0%
143,Vidal Brujan\brujavi01,23,TBR,26,0.112,-44,0.111,0,0.00%,30.80%,0.00%,80.5,17.60%,22.20%,55.60%,11.10%,1.25,22.20%,55.60%,22.20%,-0.4,-0.40%,-3.3,150%,100%,0%
144,Kris Bryant\bryankr01,29,TOT,586,0.368,127,0.313,0.216,4.30%,23.00%,10.60%,88.2,40.00%,26.30%,37.90%,29.50%,0.61,31.10%,52.10%,16.80%,2.4,1.00%,24.5,34%,83%,54%
145,Kris Bryant\bryankr01,29,CHC,374,0.374,132,0.314,0.236,4.80%,23.80%,10.40%,87.6,38.70%,24.80%,39.50%,29.80%,0.65,29.40%,55.90%,14.70%,1.4,0.50%,18.9,35%,67%,56%
146,Kris Bryant\bryankr01,29,SFG,212,0.359,118,0.311,0.182,3.30%,21.70%,10.90%,89.2,42.30%,28.90%,35.20%,28.90%,0.54,33.80%,45.80%,20.40%,1.1,0.50%,5.7,32%,100%,50%
147,Kris Bubic\bubickr01,23,KCR,5,0,-131,0,0,0.00%,20.00%,0.00%,75.7,25.00%,0.00%,75.00%,0.00%,,0.00%,75.00%,25.00%,-0.1,0.00%,-1.2,,,
148,Walker Buehler\buehlwa01,26,LAD,82,0.14,-48,0.292,0.029,0.00%,54.90%,6.10%,69.1,25.80%,6.30%,53.10%,9.40%,2.83,6.30%,56.30%,37.50%,-1.1,-0.90%,-10.8,42%,,50%
149,Madison Bumgarner\bumgama01,31,ARI,52,0.219,20,0.364,0.026,0.00%,55.80%,17.30%,79.8,23.10%,30.80%,15.40%,30.80%,0.22,53.80%,30.80%,15.40%,-0.6,-0.10%,-6.6,21%,,33%
150,Dylan Bundy\bundydy01,28,LAA,4,0.223,29,1,0,0.00%,75.00%,0.00%,91.4,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,-0.1,0.00%,-0.6,0%,,
151,Jake Burger\burgeja01,25,CHW,42,0.404,158,0.409,0.211,2.40%,35.70%,9.50%,98,60.90%,21.70%,47.80%,30.40%,0.92,30.40%,60.90%,8.70%,0,0.00%,1.4,31%,,33%
152,Corbin Burnes\burneco01,26,MIL,59,0.163,-27,0.308,0,0.00%,44.10%,5.10%,73.8,16.70%,23.30%,60.00%,0.00%,2.25,20.00%,56.70%,23.30%,-0.7,-0.40%,-8.9,9%,,0%
153,Andy Burns\burnsan01,30,LAD,15,0.384,139,0.3,0.091,0.00%,6.70%,20.00%,86.1,20.00%,40.00%,40.00%,10.00%,0.67,20.00%,70.00%,10.00%,0.1,0.10%,0.7,29%,,0%
154,Drew Butera\buterdr01,37,LAA,36,0.091,-78,0.176,0.031,0.00%,44.40%,0.00%,73.6,10.00%,25.00%,15.00%,35.00%,0.23,20.00%,65.00%,15.00%,-0.4,-0.20%,-4.8,33%,,100%
155,Byron Buxton\buxtoby01,27,MIN,254,0.423,170,0.344,0.34,7.50%,24.40%,5.10%,92.1,53.80%,23.10%,39.30%,31.80%,0.65,36.40%,52.00%,11.60%,1.9,0.50%,20.2,43%,90%,58%
156,Asdrubal Cabrera\cabreas01,35,TOT,352,0.304,82,0.283,0.136,2.00%,22.70%,10.20%,87.4,30.90%,21.50%,41.60%,27.90%,0.72,33.90%,51.10%,15.00%,-0.8,0.00%,-7.3,26%,100%,39%
157,Asdrubal Cabrera\cabreas01,35,ARI,321,0.317,92,0.301,0.148,2.20%,22.70%,10.30%,87.7,31.90%,23.00%,40.40%,27.70%,0.69,33.80%,51.20%,15.00%,-0.4,0.30%,-3.5,28%,100%,42%
158,Asdrubal Cabrera\cabreas01,35,CIN,31,0.178,-19,0.1,0,0.00%,22.60%,9.70%,83.9,20.00%,5.00%,55.00%,30.00%,1.22,35.00%,50.00%,15.00%,-0.4,-0.30%,-3.9,0%,,0%
159,Edward Cabrera\cabreed02,23,MIA,7,0.178,-5,0.25,0.143,0.00%,42.90%,0.00%,90.6,25.00%,25.00%,0.00%,75.00%,0,25.00%,75.00%,0.00%,-0.1,0.00%,-0.6,0%,,
160,Miguel Cabrera\cabremi01,38,DET,526,0.309,96,0.305,0.129,2.90%,22.40%,7.60%,91.4,49.70%,21.50%,49.00%,25.90%,0.96,25.30%,52.10%,22.60%,0.2,-0.30%,-4.1,22%,,26%
161,Trevor Cahill\cahiltr01,33,PIT,9,0.089,-68,0.2,0,0.00%,44.40%,0.00%,66,0.00%,0.00%,20.00%,40.00%,0.33,0.00%,80.00%,20.00%,-0.3,-0.10%,-2.9,0%,,
162,Lorenzo Cain\cainlo01,35,MIL,286,0.342,103,0.287,0.144,2.80%,16.80%,9.10%,88.4,37.80%,21.00%,50.00%,24.30%,1,22.90%,55.70%,21.40%,0.2,0.10%,1.8,37%,87%,48%
163,Kole Calhoun\calhoko01,33,ARI,182,0.3,80,0.281,0.139,2.80%,22.50%,8.20%,88.5,38.90%,23.80%,38.10%,28.60%,0.62,38.10%,45.20%,16.70%,-0.2,0.10%,-3.1,25%,100%,35%
164,Willie Calhoun\calhowi01,26,TEX,284,0.296,87,0.267,0.131,2.10%,12.00%,7.40%,90.1,41.90%,26.90%,40.10%,23.30%,0.67,28.60%,55.90%,15.40%,-1.5,-0.20%,-10.1,24%,0%,29%
165,Daniel Camarena\camarda01,28,SDP,3,0.67,350,,1,33.30%,66.70%,0.00%,107.2,100.00%,0.00%,0.00%,100.00%,0,100.00%,0.00%,0.00%,0.1,0.10%,3,,,
166,Johan Camargo\camarjo01,27,ATL,18,0.077,-85,0,0,0.00%,33.30%,11.10%,82,30.00%,10.00%,60.00%,20.00%,1.5,40.00%,40.00%,20.00%,-0.2,-0.10%,-4,50%,,
167,Daz Cameron\camerda01,24,DET,115,0.293,76,0.262,0.165,3.50%,33.00%,8.70%,88.7,43.10%,27.70%,38.50%,27.70%,0.63,21.50%,55.40%,23.10%,-0.1,0.00%,-2.5,43%,100%,67%
168,Eric Campbell\campber01,34,SEA,12,0.281,77,0.3,0,0.00%,8.30%,8.30%,83.9,20.00%,30.00%,40.00%,30.00%,0.67,30.00%,40.00%,30.00%,-0.1,-0.10%,-1.3,25%,,100%
169,Paul Campbell\campbpa02,25,MIA,5,0,-131,0,0,0.00%,40.00%,0.00%,78.3,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,-0.1,-0.10%,-1.7,,,
170,Luis Campusano\campulu01,22,SDP,38,0.168,-5,0.13,0,0.00%,29.00%,10.50%,94.6,52.20%,26.10%,39.10%,21.70%,0.64,13.00%,56.50%,30.40%,-0.8,-0.50%,-7.9,0%,,0%
171,Jeimer Candelario\candeje01,27,DET,626,0.348,124,0.333,0.172,2.60%,21.60%,10.40%,88.6,39.10%,28.90%,40.50%,25.60%,0.68,31.60%,52.70%,15.70%,0.5,-0.20%,22.6,29%,,36%
172,Mark Canha\canhama01,32,OAK,625,0.348,123,0.274,0.156,2.70%,20.50%,12.30%,87.3,35.40%,26.00%,42.20%,24.40%,0.73,31.30%,52.90%,15.80%,1,0.90%,18.7,37%,86%,43%
173,Griffin Canning\cannigr01,25,LAA,1,,,,,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.2,,,
174,Victor Caratini\caratvi01,27,SDP,356,0.283,75,0.281,0.096,2.00%,23.00%,9.80%,90,44.40%,22.60%,50.60%,21.70%,1.03,25.50%,57.00%,17.40%,-0.4,-0.30%,-9.8,25%,100%,22%
175,Dylan Carlson\carlsdy01,22,STL,619,0.343,119,0.332,0.172,2.90%,24.60%,9.20%,87.8,31.30%,24.30%,39.10%,31.30%,0.65,32.90%,50.50%,16.60%,-0.1,-0.40%,12,31%,67%,48%
176,Matt Carpenter\carpema01,35,STL,249,0.279,71,0.25,0.106,1.20%,30.90%,14.10%,89,42.00%,22.10%,28.20%,43.50%,0.41,33.60%,52.70%,13.70%,-0.3,0.10%,-8.7,21%,100%,24%
177,Carlos Carrasco\carraca01,34,NYM,19,0.06,-135,0,0,0.00%,52.60%,0.00%,58.7,0.00%,0.00%,44.40%,0.00%,,11.10%,77.80%,11.10%,-0.3,-0.10%,-2.7,,,
178,Curt Casali\casalcu01,32,SFG,231,0.299,80,0.287,0.14,2.20%,28.60%,11.30%,85.5,31.10%,20.70%,31.10%,34.80%,0.46,37.80%,51.90%,10.40%,-0.7,-0.70%,-2.4,22%,,35%
179,Daniel Castano\castada01,26,MIA,5,0,-189,0,0,0.00%,40.00%,0.00%,50.4,0.00%,0.00%,33.30%,0.00%,,0.00%,100.00%,0.00%,-0.2,-0.10%,-1.4,,,
180,Ryan Castellani\castery01,25,COL,1,0,-144,0,0,0.00%,0.00%,0.00%,89.4,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,0,0.00%,-0.3,,,
181,Humberto Castellanos\castehu01,23,ARI,7,0.544,253,0.4,0.5,14.30%,14.30%,0.00%,81.9,50.00%,33.30%,50.00%,16.70%,1,16.70%,50.00%,33.30%,0.2,0.00%,1.2,0%,,
182,Nick Castellanos\casteni01,29,CIN,585,0.398,138,0.34,0.267,5.80%,20.70%,7.00%,89.8,46.90%,29.30%,38.00%,29.10%,0.61,28.10%,54.10%,17.80%,3,1.40%,36.7,34%,75%,33%
183,Erick Castillo\castier01,28,CHC,9,0.256,48,0.286,0,0.00%,11.10%,11.10%,76.3,14.30%,0.00%,85.70%,14.30%,6,28.60%,57.10%,14.30%,0,0.00%,-0.7,0%,,0%
184,Ivan Castillo\castiiv01,26,SDP,4,0.399,158,0.333,0,0.00%,0.00%,25.00%,90.9,33.30%,0.00%,100.00%,0.00%,,33.30%,33.30%,33.30%,0.1,0.10%,0.7,0%,,0%
185,Luis Castillo\castilu02,28,CIN,59,0.166,-50,0.308,0.041,0.00%,39.00%,1.70%,65.4,20.60%,11.40%,42.90%,11.40%,1.67,17.10%,68.60%,14.30%,-1,-0.70%,-10.9,11%,,0%
186,Harold Castro\castrha01,27,DET,339,0.301,91,0.351,0.076,0.90%,21.20%,4.10%,87.4,38.50%,33.30%,40.50%,22.60%,0.71,19.80%,59.10%,21.00%,1.3,0.10%,-3.9,32%,50%,33%
187,Jason Castro\castrja01,34,HOU,179,0.357,125,0.31,0.208,4.50%,30.20%,14.00%,89.3,42.70%,28.90%,37.10%,28.90%,0.61,35.10%,48.50%,16.50%,1.3,0.70%,4.8,26%,,27%
188,Rodolfo Castro\castrro01,22,PIT,93,0.282,69,0.222,0.198,5.40%,29.00%,6.50%,89,37.90%,15.30%,52.50%,27.10%,1.11,22.00%,66.10%,11.90%,-0.9,0.00%,-6.9,21%,,50%
189,Starlin Castro\castrst01,31,WSN,346,0.318,99,0.339,0.092,0.90%,17.90%,7.50%,88.4,40.20%,24.10%,49.80%,21.00%,0.99,26.50%,55.30%,18.30%,0.3,0.30%,-5.1,20%,0%,22%
190,Willi Castro\castrwi01,24,DET,450,0.273,71,0.275,0.131,2.00%,24.20%,5.10%,84.6,29.40%,22.60%,46.10%,22.90%,0.89,22.90%,55.20%,21.90%,-2.6,-0.40%,-23.4,42%,69%,58%
191,Jake Cave\caveja01,28,MIN,178,0.247,51,0.283,0.104,1.70%,34.80%,5.60%,86,33.00%,28.20%,51.50%,15.50%,1.1,24.30%,56.30%,19.40%,-0.4,0.10%,-6.8,27%,50%,36%
192,Dylan Cease\ceasedy01,25,CHW,8,0.365,130,0.6,0.125,0.00%,37.50%,0.00%,91.7,40.00%,40.00%,40.00%,20.00%,0.67,20.00%,20.00%,60.00%,-0.1,-0.10%,0.3,33%,,33%
193,Gilberto Celestino\celesgi01,22,MIN,62,0.2,17,0.14,0.153,3.20%,22.60%,4.80%,87.2,31.10%,24.40%,46.70%,17.80%,0.88,24.40%,55.60%,20.00%,-0.7,-0.10%,-7.5,56%,,67%
194,Jhoulys Chacin\chacijh01,33,COL,7,0,-184,0,0,0.00%,28.60%,0.00%,71.7,20.00%,20.00%,60.00%,0.00%,3,20.00%,60.00%,20.00%,-0.1,0.00%,-1.7,,,
195,Yu Chang\changyu01,25,CLE,251,0.301,85,0.281,0.198,3.60%,27.50%,4.40%,87.1,33.90%,24.30%,35.50%,27.20%,0.55,25.40%,53.30%,21.30%,0.3,-0.60%,-0.6,40%,100%,63%
196,Matt Chapman\chapmma01,28,OAK,622,0.31,98,0.272,0.193,4.30%,32.50%,12.90%,89.7,41.80%,18.80%,33.60%,37.80%,0.51,25.30%,60.10%,14.60%,0.2,0.40%,-12.4,29%,60%,55%
197,Tyler Chatwood\chatwty01,31,TOT,1,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.4,,,
198,Tyler Chatwood\chatwty01,31,SFG,1,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.4,,,
199,Jesse Chavez\chaveje01,37,ATL,3,0,-140,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,0.00%,-1.2,,,
200,Michael Chavis\chavimi01,25,TOT,124,0.269,61,0.351,0.149,2.40%,33.90%,0.80%,89.7,41.30%,26.30%,48.80%,20.00%,0.95,32.50%,50.00%,17.50%,0.1,-0.20%,-6.9,45%,33%,36%
201,Michael Chavis\chavimi01,25,BOS,82,0.226,27,0.283,0.152,2.40%,39.00%,1.20%,88.8,35.40%,25.00%,45.80%,25.00%,0.85,25.00%,58.30%,16.70%,-0.2,-0.20%,-8.1,67%,50%,50%
202,Michael Chavis\chavimi01,25,PIT,42,0.353,128,0.452,0.143,2.40%,23.80%,0.00%,91,50.00%,28.10%,53.10%,12.50%,1.13,43.80%,37.50%,18.80%,0.3,0.00%,1.2,21%,0%,20%
203,Robinson Chirinos\chiriro01,37,CHC,112,0.336,105,0.304,0.227,4.50%,32.10%,8.00%,88.8,45.20%,16.10%,33.90%,37.10%,0.53,40.30%,43.50%,16.10%,-0.2,-0.10%,-0.7,26%,,8%
204,Jazz Chisholm\chishja01,23,MIA,507,0.323,96,0.319,0.177,3.60%,28.60%,6.70%,89.3,42.00%,21.60%,48.10%,24.40%,0.96,29.30%,51.90%,18.80%,-0.3,0.10%,2.2,39%,74%,71%
205,Ji-Man Choi\choiji01,30,TBR,305,0.336,120,0.3,0.182,3.60%,28.50%,14.80%,91,46.80%,27.50%,39.80%,24.00%,0.67,33.90%,46.80%,19.30%,0.6,0.40%,7.9,26%,,25%
206,Adam Cimber\cimbead01,30,TOT,2,0,-131,0,0,0.00%,50.00%,0.00%,86.3,0.00%,100.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,-0.2,-0.10%,-1.2,,,
207,Adam Cimber\cimbead01,30,MIA,2,0,-131,0,0,0.00%,50.00%,0.00%,86.3,0.00%,100.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,-0.2,-0.10%,-1.2,,,
208,Nick Ciuffo\ciuffni01,26,BAL,6,0.321,97,0.25,0.2,0.00%,16.70%,16.70%,85,50.00%,0.00%,50.00%,50.00%,1,25.00%,25.00%,50.00%,0.1,0.00%,0.3,0%,,
209,Aaron Civale\civalaa01,26,CLE,2,0.346,117,,0,0.00%,50.00%,50.00%,,,,,,,,,,0,0.00%,0,0%,,
210,Taylor Clarke\clarkta01,28,ARI,3,0.267,57,1,0,0.00%,66.70%,0.00%,79.8,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.5,0%,,
211,Sam Clay\claysa01,28,WSN,2,0,-128,0,0,0.00%,50.00%,0.00%,26.7,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,100.00%,0,0.00%,-0.3,,,
212,Garrett Cleavinger\cleavga01,27,LAD,3,0.622,411,1,0.5,0.00%,33.30%,0.00%,61.8,0.00%,50.00%,0.00%,0.00%,0,100.00%,0.00%,0.00%,0,0.00%,1.4,0%,,0%
213,Ernie Clement\clemeer01,25,CLE,133,0.278,71,0.253,0.107,2.30%,14.30%,5.30%,84.1,24.80%,26.70%,35.20%,28.60%,0.59,19.00%,57.10%,23.80%,-1.1,-0.60%,-7.4,38%,0%,40%
214,Alex Cobb\cobbal01,33,LAA,1,0,-128,0,0,0.00%,0.00%,0.00%,80.1,0.00%,0.00%,0.00%,100.00%,0,100.00%,0.00%,0.00%,0,0.00%,-0.3,,,
215,Zack Collins\colliza01,26,CHW,231,0.298,84,0.303,0.128,1.70%,29.90%,14.70%,90.3,44.40%,26.80%,31.50%,31.50%,0.47,26.80%,55.90%,17.30%,0.2,0.20%,0.8,29%,50%,36%
216,Michael Conforto\confomi01,28,NYM,479,0.328,104,0.276,0.153,2.90%,21.70%,12.30%,88.5,39.60%,21.40%,45.10%,29.30%,0.82,31.60%,53.90%,14.50%,1.2,0.30%,-0.5,25%,100%,28%
217,William Contreras\contrwi02,23,ATL,185,0.305,76,0.265,0.184,4.30%,29.20%,10.30%,91.9,45.00%,20.00%,48.20%,29.10%,0.95,27.30%,60.90%,11.80%,-0.2,-0.10%,-2.2,23%,,27%
218,Willson Contreras\contrwi01,29,CHC,483,0.348,114,0.298,0.201,4.40%,28.60%,10.80%,91.8,48.60%,18.60%,51.60%,25.10%,1.07,27.70%,53.20%,19.10%,0.9,0.20%,2.5,28%,56%,53%
219,Sam Coonrod\coonrsa01,28,PHI,1,0,-132,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
220,Garrett Cooper\coopega03,30,MIA,250,0.375,135,0.374,0.181,3.60%,27.20%,12.00%,91.1,52.70%,25.00%,52.00%,20.30%,1.08,26.40%,54.10%,19.60%,1.3,0.80%,10.7,24%,50%,19%
221,Patrick Corbin\corbipa01,31,WSN,63,0.146,-40,0.241,0,0.00%,38.10%,4.80%,73,19.40%,11.10%,55.60%,8.30%,2.86,2.80%,69.40%,27.80%,-0.8,-0.30%,-10.1,10%,,0%
222,Franchy Cordero\cordefr02,26,BOS,136,0.239,35,0.307,0.071,0.70%,37.50%,5.90%,87.1,40.30%,27.30%,45.50%,19.50%,0.88,28.60%,48.10%,23.40%,-0.6,-0.70%,-5.8,36%,50%,63%
223,Carlos Correa\correca01,26,HOU,640,0.369,133,0.308,0.205,4.10%,18.10%,11.70%,90.2,42.70%,26.10%,42.50%,23.40%,0.74,24.70%,53.30%,22.00%,2.1,1.70%,28.4,38%,,34%
224,Nestor Cortes Jr.\cortene01,26,NYY,1,0,-126,0,0,0.00%,0.00%,0.00%,65.2,0.00%,0.00%,100.00%,0.00%,,0.00%,0.00%,100.00%,0,0.00%,-0.4,,,0%
225,Danny Coulombe\couloda01,31,MIN,1,0,-124,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.4,,,
226,Will Craig\craigwi01,26,PIT,65,0.262,54,0.324,0.083,1.50%,33.90%,7.70%,79.9,15.80%,28.90%,52.60%,15.80%,1.11,21.10%,65.80%,13.20%,-0.6,-0.20%,-4.1,24%,,29%
227,Brandon Crawford\crawfbr01,34,SFG,549,0.389,143,0.334,0.224,4.40%,19.10%,10.20%,88.6,43.30%,23.00%,40.20%,28.70%,0.68,26.20%,55.20%,18.60%,3.1,2.60%,32.8,30%,79%,44%
228,J.P. Crawford\crawfjp01,26,SEA,687,0.312,102,0.32,0.103,1.30%,16.60%,8.40%,85.6,30.70%,28.60%,45.70%,17.80%,0.86,22.00%,59.00%,19.00%,1.3,0.50%,-3.1,36%,33%,29%
229,Nabil Crismatt\crismna01,26,SDP,11,0,-147,0,0,0.00%,54.60%,0.00%,64.2,0.00%,0.00%,80.00%,0.00%,,0.00%,40.00%,60.00%,-0.1,-0.10%,-2.6,,,
230,C.J. Cron\croncj01,31,COL,547,0.393,134,0.316,0.249,5.10%,21.40%,11.00%,88.8,42.00%,21.30%,38.70%,32.50%,0.63,29.70%,53.50%,16.80%,1.7,0.10%,35.4,24%,100%,44%
231,Jake Cronenworth\croneja01,27,SDP,643,0.35,124,0.283,0.194,3.30%,14.00%,8.60%,88.1,35.30%,26.10%,42.20%,23.60%,0.74,26.90%,54.50%,18.60%,0.7,0.30%,16.2,37%,57%,42%
232,Hans Crouse\crousha01,22,PHI,1,0,-132,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.4,,,
233,Wil Crowe\crowewi01,26,PIT,41,0.096,-80,0.095,0.029,0.00%,34.20%,2.40%,74.4,24.00%,16.00%,48.00%,8.00%,1.5,24.00%,44.00%,32.00%,-0.9,0.00%,-9.5,50%,,50%
234,Nelson Cruz\cruzne02,40,TOT,584,0.353,128,0.286,0.232,5.50%,21.60%,8.70%,92.9,52.50%,22.00%,43.40%,25.50%,0.77,28.80%,51.50%,19.70%,0.7,0.30%,19.9,29%,100%,32%
235,Nelson Cruz\cruzne02,40,MIN,346,0.379,143,0.308,0.243,5.50%,18.20%,10.10%,93.2,53.30%,21.30%,45.00%,26.70%,0.82,29.60%,52.90%,17.50%,0.9,0.40%,15.5,23%,100%,26%
236,Nelson Cruz\cruzne02,40,TBR,238,0.315,105,0.252,0.217,5.50%,26.50%,6.70%,92.3,51.30%,23.10%,41.00%,23.70%,0.7,27.60%,49.40%,23.10%,-0.2,-0.10%,4.4,41%,,44%
237,Oneil Cruz\cruzon01,22,PIT,9,0.423,169,0.5,0.333,11.10%,44.40%,0.00%,100.6,80.00%,20.00%,60.00%,20.00%,1.5,40.00%,60.00%,0.00%,-0.1,0.00%,0.6,50%,,0%
238,Johnny Cueto\cuetojo01,35,SFG,37,0.123,-73,0.1,0,0.00%,24.30%,8.10%,67,4.00%,8.00%,56.00%,8.00%,2.33,4.00%,60.00%,36.00%,-0.5,-0.30%,-6.8,20%,100%,
239,Charlie Culberson\culbech01,32,TEX,271,0.304,86,0.307,0.138,1.90%,23.60%,6.30%,84,29.80%,23.90%,46.80%,20.20%,0.93,29.80%,53.20%,17.00%,-1.4,-0.40%,-5.2,24%,88%,50%
240,John Curtiss\curtijo02,28,TOT,5,0,-131,0,0,0.00%,60.00%,0.00%,59,0.00%,0.00%,50.00%,0.00%,,0.00%,100.00%,0.00%,-0.2,-0.10%,-1.9,,,0%
241,John Curtiss\curtijo02,28,MIA,5,0,-131,0,0,0.00%,60.00%,0.00%,59,0.00%,0.00%,50.00%,0.00%,,0.00%,100.00%,0.00%,-0.2,-0.10%,-1.9,,,0%
242,Travis d'Arnaud\darnatr01,32,ATL,229,0.292,67,0.26,0.167,3.10%,23.10%,7.40%,89.9,43.90%,26.80%,46.50%,24.80%,0.87,24.80%,52.90%,22.30%,-1.1,-0.70%,-9.9,24%,,50%
243,David Dahl\dahlda01,27,TEX,220,0.253,53,0.269,0.112,1.80%,26.80%,4.60%,87.7,36.70%,24.70%,47.30%,19.30%,0.91,30.70%,56.70%,12.70%,-1.4,-0.40%,-15.6,30%,67%,40%
244,Bobby Dalbec\dalbebo01,26,BOS,453,0.332,99,0.316,0.254,5.50%,34.40%,6.20%,92.4,48.10%,22.90%,37.00%,34.00%,0.59,29.40%,48.10%,22.50%,-0.4,-0.60%,5.3,23%,100%,37%
245,Yu Darvish\darviyu01,34,SDP,55,0.109,-50,0.179,0.038,0.00%,45.50%,0.00%,83.4,37.90%,24.10%,69.00%,3.40%,2.5,20.70%,65.50%,13.80%,-1.1,-0.70%,-11.7,33%,,50%
246,Tucker Davidson\davidtu01,25,ATL,6,0,-140,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.2,-0.20%,-2.1,,,
247,Zach Davies\davieza02,28,CHC,44,0.153,-62,0.231,0,0.00%,18.20%,0.00%,65.6,2.80%,13.90%,36.10%,11.10%,1.18,19.40%,58.30%,22.20%,-0.6,-0.30%,-7.1,33%,,0%
248,Austin Davis\davisau01,28,TOT,1,0.693,354,,,0.00%,0.00%,100.00%,,,,,,,,,,0,0.00%,0.1,0%,,0%
249,Austin Davis\davisau01,28,BOS,1,0.693,354,,,0.00%,0.00%,100.00%,,,,,,,,,,0,0.00%,0.1,0%,,0%
